Timestamp,Event,Details,Capital
2025-05-02T13:08:55.383Z,FVG,"Check: ATR=58.90, fvgSensitivity=0.20, Threshold=11.78",10000.00
2025-05-02T13:08:55.383Z,FVG,"Bearish scartato, size=0.70 < threshold=11.78 ",10000.00
2025-05-02T13:08:55.383Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.383Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.384Z,Signal,"CVD check, prevVolume=-36.68, currVolume=-74.61",10000.00
2025-05-02T13:08:55.384Z,Signal,"Nessun CVD, prevVolume=-36.68, currVolume=-74.61",10000.00
2025-05-02T13:08:55.384Z,FVG,"Check: ATR=55.07, fvgSensitivity=0.20, Threshold=11.01",10000.00
2025-05-02T13:08:55.384Z,FVG,"Bearish confermato, top=96392.60, bottom=96361.10, size=31.50",10000.00
2025-05-02T13:08:55.384Z,FVG,"Bearish confermato, top=96392.60, bottom=96361.10, size=31.50",10000.00
2025-05-02T13:08:55.384Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-05-02T13:08:55.385Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.385Z,Signal,"CVD check, prevVolume=-74.61, currVolume=8.05",10000.00
2025-05-02T13:08:55.385Z,Signal,"Bullish CVD su TF 3m, lastVolume=8.05",10000.00
2025-05-02T13:08:55.385Z,FVG,"Check: ATR=54.81, fvgSensitivity=0.20, Threshold=10.96",10000.00
2025-05-02T13:08:55.385Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.386Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.386Z,Signal,"CVD check, prevVolume=8.05, currVolume=6.63",10000.00
2025-05-02T13:08:55.386Z,Signal,"Nessun CVD, prevVolume=8.05, currVolume=6.63",10000.00
2025-05-02T13:08:55.386Z,FVG,"Check: ATR=55.92, fvgSensitivity=0.20, Threshold=11.18",10000.00
2025-05-02T13:08:55.386Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.387Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.387Z,Signal,"CVD check, prevVolume=6.63, currVolume=-15.74",10000.00
2025-05-02T13:08:55.387Z,Signal,"Bearish CVD su TF 3m, lastVolume=-15.74",10000.00
2025-05-02T13:08:55.387Z,FVG,"Check: ATR=53.65, fvgSensitivity=0.20, Threshold=10.73",10000.00
2025-05-02T13:08:55.387Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.388Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.388Z,Signal,"CVD check, prevVolume=-15.74, currVolume=14.38",10000.00
2025-05-02T13:08:55.388Z,Signal,"Bullish CVD su TF 3m, lastVolume=14.38",10000.00
2025-05-02T13:08:55.388Z,FVG,"Check: ATR=50.22, fvgSensitivity=0.20, Threshold=10.04",10000.00
2025-05-02T13:08:55.388Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.389Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.389Z,Signal,"CVD check, prevVolume=14.38, currVolume=-39.70",10000.00
2025-05-02T13:08:55.389Z,Signal,"Bearish CVD su TF 3m, lastVolume=-39.70",10000.00
2025-05-02T13:08:55.389Z,FVG,"Check: ATR=47.64, fvgSensitivity=0.20, Threshold=9.53",10000.00
2025-05-02T13:08:55.389Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.390Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.390Z,Signal,"CVD check, prevVolume=-39.70, currVolume=7.16",10000.00
2025-05-02T13:08:55.390Z,Signal,"Bullish CVD su TF 3m, lastVolume=7.16",10000.00
2025-05-02T13:08:55.390Z,FVG,"Check: ATR=49.38, fvgSensitivity=0.20, Threshold=9.88",10000.00
2025-05-02T13:08:55.391Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.391Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.392Z,Signal,"CVD check, prevVolume=7.16, currVolume=49.59",10000.00
2025-05-02T13:08:55.392Z,Signal,"Nessun CVD, prevVolume=7.16, currVolume=49.59",10000.00
2025-05-02T13:08:55.392Z,FVG,"Check: ATR=46.38, fvgSensitivity=0.20, Threshold=9.28",10000.00
2025-05-02T13:08:55.392Z,FVG,"Bullish confermato, top=96400.10, bottom=96387.00, size=13.10",10000.00
2025-05-02T13:08:55.392Z,FVG,"Bullish confermato, top=96400.10, bottom=96387.00, size=13.10",10000.00
2025-05-02T13:08:55.392Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
