Timestamp,Event,Details,Capital
2025-04-30T18:12:51.619Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-04-30T18:12:51.620Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.620Z,Signal,"CVD check, prevVolume=-168.19, currVolume=-105.66",10000.00
2025-04-30T18:12:51.620Z,Signal,"Nessun CVD, prevVolume=-168.19, currVolume=-105.66",10000.00
2025-04-30T18:12:51.620Z,FVG,"Check: ATR=68.97, fvgSensitivity=0.20, Threshold=13.79",10000.00
2025-04-30T18:12:51.620Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.621Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.621Z,Signal,"CVD check, prevVolume=-105.66, currVolume=5.16",10000.00
2025-04-30T18:12:51.621Z,Signal,"Bullish CVD su TF 3m, lastVolume=5.16",10000.00
2025-04-30T18:12:51.621Z,FVG,"Check: ATR=69.85, fvgSensitivity=0.20, Threshold=13.97",10000.00
2025-04-30T18:12:51.622Z,FVG,"Bullish confermato, top=84780.90, bottom=84750.00, size=30.90",10000.00
2025-04-30T18:12:51.622Z,FVG,"Bullish confermato, top=84780.90, bottom=84750.00, size=30.90",10000.00
2025-04-30T18:12:51.622Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-04-30T18:12:51.623Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.623Z,Signal,"CVD check, prevVolume=5.16, currVolume=31.77",10000.00
2025-04-30T18:12:51.623Z,Signal,"Nessun CVD, prevVolume=5.16, currVolume=31.77",10000.00
2025-04-30T18:12:51.623Z,FVG,"Check: ATR=64.94, fvgSensitivity=0.20, Threshold=12.99",10000.00
2025-04-30T18:12:51.623Z,FVG,"Bullish confermato, top=84864.30, bottom=84781.00, size=83.30",10000.00
2025-04-30T18:12:51.623Z,FVG,"Bullish confermato, top=84864.30, bottom=84781.00, size=83.30",10000.00
2025-04-30T18:12:51.623Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-04-30T18:12:51.624Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.624Z,Signal,"CVD check, prevVolume=31.77, currVolume=60.72",10000.00
2025-04-30T18:12:51.624Z,Signal,"Nessun CVD, prevVolume=31.77, currVolume=60.72",10000.00
2025-04-30T18:12:51.624Z,FVG,"Check: ATR=56.67, fvgSensitivity=0.20, Threshold=11.33",10000.00
2025-04-30T18:12:51.624Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
